,Loss,Mentions Found,Coref Recall,Coref Precision,MUC F1
0,778.8630635579427,0.7799871599137325,0.8210727088022803,0.3166776714019929,0.457069315025936
1,887.186279296875,0.7245992137481057,0.7171000712824177,0.15954388068476982,0.26101572469641415
2,763.2039367675782,0.7507443347033849,0.7508405686484866,0.2754879157741182,0.4030824564944121
3,766.0990071614583,0.756928660365847,0.7725420112688799,0.22437335167210287,0.3477483582248047
4,800.4450113932292,0.7943316968673682,0.8015137216293113,0.2756973204735505,0.41027278172828774
5,827.59228515625,0.7235549398931752,0.7223843845292631,0.2825778068886505,0.40624373106589706
6,863.0986897786458,0.7852895288070993,0.7827829353539966,0.23608609297024366,0.36276333800322885
7,851.2354858398437,0.7561446040099693,0.8036634241621409,0.305849142326971,0.4430770347691409
8,719.4406168619792,0.8211684633122023,0.8373300492083809,0.32725035838850736,0.4705841810585537
9,786.114756266276,0.7450940625088698,0.8007947362011099,0.2701884602075382,0.40405021748618064
10,754.2348205566407,0.773608843856937,0.8038962796636767,0.2886329564313096,0.424759269038517
11,800.6145568847656,0.7847661895507613,0.8185866594519801,0.37117084220619,0.510751979935552
12,842.1636108398437,0.7936686887208884,0.7454313713450179,0.3187235351231578,0.44652619730958826
13,767.0537353515625,0.8051920550739269,0.8347866738554532,0.34576469862502357,0.48899144828462765
14,825.3403035481771,0.8188751189618287,0.7848550037235157,0.29509802536219676,0.42892450978266944
15,773.6451924641927,0.7691540746804374,0.8059064875884447,0.401696844657299,0.5361530305669061
16,766.2803304036458,0.7951858971615461,0.8599367083042979,0.31277114162403913,0.4587048445138142
17,769.1791198730468,0.82870311008251,0.8312867476425267,0.3827449628974397,0.524155691521532
18,749.1844604492187,0.8228951238365084,0.8439910370210496,0.37851820925548946,0.5226397705111935
19,734.6385375976563,0.8091689659127981,0.8905993806807946,0.4143593796929521,0.5655783433771192
20,693.0550903320312,0.7925771490797696,0.8403254586124671,0.4122640704517292,0.553151668656551
21,797.6004720052083,0.7908689385441332,0.825623494806667,0.4302317062149975,0.5656852869230324
22,768.2987019856771,0.786326749356611,0.7614457573846029,0.37929097117772703,0.5063561005553884
23,847.4808675130208,0.7897884140818923,0.8422339935813125,0.37513273806515574,0.5190704426042464
24,816.2949462890625,0.817474163646914,0.8200833472184382,0.3870019091930537,0.5258515409499356
25,696.2837524414062,0.8011214751780477,0.8005373704472587,0.4176685542326315,0.5489372188232612
26,691.9064798990886,0.8079077675349606,0.8544238845593717,0.4255044439906395,0.5680961219814931
27,760.6759847005209,0.8329108178724882,0.8571229689292917,0.4456360297036668,0.5863937646829248
28,690.7234293619791,0.7660915971752685,0.8604080961440028,0.46135243411777294,0.6006403738081935
29,752.1968444824219,0.7581912055914564,0.8148085544674796,0.4864265070878892,0.60918198533814
30,753.1558349609375,0.8567153421472644,0.8612370048429627,0.4029092969415391,0.5489877170569264
31,765.0270670572917,0.8115642023178367,0.8677281451955977,0.5152231778195914,0.6465500918375641
32,779.7120035807292,0.8103394931632321,0.8154521030627471,0.42785730818344336,0.5612394446837641
