,Loss,Mentions Found,Mention Precision,MUC F1
0,0.18280735164880751,0.1545356429812439,0.0011396011396011397,0.0022625176641921743
1,0.08177506551146507,0.2761266934700807,0.0,0.0
2,0.06220779841144879,0.4086832283959833,0.0,0.0
3,0.05180199394623439,0.5497293446541349,0.0,0.0
4,0.04683383678396543,0.6408745560565715,0.0,0.0
5,0.04088843452433745,0.6396606272895916,0.0,0.0
6,0.0401385514686505,0.6276958999060184,0.0,0.0
7,0.03453489678601424,0.6651278331376923,0.0,0.0
8,0.03650171967844169,0.6762138436192756,0.001092896174863388,0.0021822653744913187
9,0.03490966471532981,0.6745381955615019,0.0,0.0
10,0.03543815389275551,0.6956999993913285,0.0008771929824561403,0.0017521766834804609
11,0.03622116781771183,0.6890883292176877,0.0,0.0
12,0.03472485716144244,0.6979611936902894,0.0007017543859649122,0.0014020990529241813
13,0.03177335187792778,0.7394912666276358,0.001092896174863388,0.002182566728361849
14,0.03220825878282388,0.7458710595136784,0.0005649717514124294,0.0011290882571868552
15,0.03371158540248871,0.7526441411496868,0.003414339043571924,0.0067978399670516575
16,0.0315685777614514,0.7378776878213195,0.0017435897435897434,0.0034789587794033113
17,0.03003104751308759,0.7499985941656205,0.0050617655664815285,0.010055665113194496
18,0.0300236905614535,0.7713260327782465,0.004755291005291005,0.009452307724493639
19,0.029377953335642814,0.7807007286161709,0.005341346584295819,0.010610101677032378
20,0.02771455285449823,0.7787169731343249,0.002578397212543554,0.00513977619500928
21,0.029689166694879532,0.7897491982985704,0.00261142498430634,0.005205636744612717
22,0.028037926678856216,0.7810773487906111,0.002439024390243903,0.004862863801131078
23,0.029880150842169922,0.7899939443669639,0.0081900932887775,0.016212110983670952
24,0.026489434080819288,0.8227963847767178,0.00969166454460572,0.01915767212819743
25,0.028986984739700954,0.7918401591658554,0.008902680675113527,0.01760740085839479
26,0.029167274944484234,0.7993716390881473,0.008759849678748939,0.01732979222614388
27,0.028072598141928515,0.7747949797248673,0.002493708533516358,0.004971416365249532
28,0.029583919048309325,0.8082040733948176,0.009678667115092375,0.019128263258308346
29,0.028947545712192855,0.7624832596814645,0.008411065888175433,0.016638589033775998
30,0.02621269424756368,0.8040727380932224,0.009121178823156727,0.018037742482836874
31,0.02842440629998843,0.8037272252377249,0.005793276682165571,0.011503635008004092
32,0.026411858138938746,0.8225183794962275,0.0057216178007253055,0.01136418385228511
33,0.02666875198483467,0.8339458630278014,0.011834400426837402,0.023337620192422026
34,0.02548236126701037,0.8230307133130544,0.005991314848399289,0.011896031627282243
35,0.02730860896408558,0.8306354472190502,0.01001772344982319,0.019796692591404635
36,0.026775529732306798,0.8302513435447938,0.011124840570015589,0.021955491501567684
37,0.026067741153140863,0.818874377692011,0.0092090815960785,0.018213335567858983
38,0.025658872723579407,0.803170255196647,0.007583369055474478,0.01502487630605212
39,0.02708604826281468,0.8115204801526884,0.005307710928625962,0.01054644334840648
40,0.024625475083788238,0.820868330301671,0.007259570494864613,0.014391862670234816
41,0.026604476571083068,0.8187293700896341,0.006556442025549576,0.013008709396928816
42,0.02365938648581505,0.8491152584336076,0.010224815301305472,0.02020631168582536
43,0.025884106134374935,0.8269517987272376,0.005964930742092525,0.011844425815770441
44,0.02466669517258803,0.8317156029787781,0.008693525219331736,0.017207191895477012
45,0.025205682155986626,0.8261006480046728,0.010438297576240475,0.020616097881276236
46,0.023929870314896108,0.8219770381984236,0.006427203065134099,0.0127546747740466
47,0.025306167391439278,0.8532396151681837,0.018101886246971687,0.03545164881989338
48,0.02209098922709624,0.8551828775956065,0.01778043724207412,0.034836573833374344
49,0.02420396593709787,0.8311662686025506,0.007379835723164059,0.014629775248564058
50,0.02457673822840055,0.8265760572088493,0.009738441816365039,0.019250085582185054
51,0.024633531210323176,0.8251124014385639,0.011688901932036942,0.023051249811573162
52,0.022839035590489706,0.8559096966195858,0.014358804132351265,0.028243788389725816
53,0.025367163680493833,0.8228981626060372,0.014577706974276834,0.028647913856080856
54,0.026159812013308206,0.8362566281043461,0.012233492472489595,0.024114221054286587
55,0.02327411820491155,0.8330690279330824,0.009379691152946967,0.018550518302349314
56,0.024104881721238296,0.8159414232669875,0.014681352114935656,0.02884371508988868
57,0.024111433327198027,0.8275081811141133,0.013005234771068718,0.025608010454027604
58,0.023663575512667498,0.829527115995911,0.007390999804792908,0.014651456663787144
59,0.0262266647691528,0.8299322348100465,0.00925913818362331,0.018313956726548695
60,0.02374849431216717,0.8352002519774426,0.014204712451066331,0.027934330302342478
61,0.024862495188911756,0.8283419413509694,0.009490107928404825,0.018765227307325928
62,0.02156333973010381,0.8345981797259641,0.00921990874731033,0.01823833634964418
63,0.02360264156013727,0.8578647103590016,0.016867290174659585,0.03308408287657873
64,0.023178477274874845,0.8468123055305817,0.018426668673125684,0.036068485695985295
65,0.024238800133268037,0.819507619435249,0.010791968295498732,0.021303395491346046
66,0.022654042951762675,0.8445416459086541,0.010840255840255839,0.021405754530653964
67,0.02288162795205911,0.871422916648932,0.01361509980651947,0.026811300222741807
68,0.024302407788733642,0.8360811150499353,0.009998681210718665,0.019761040442362963
69,0.024054420987764995,0.8348423840131339,0.011321793549905519,0.022340612777367253
70,0.023265161861975987,0.8559600551962722,0.010825011208226468,0.021379641967596556
71,0.024358730328579745,0.8430547434198765,0.017036253532639337,0.03339761583759061
72,0.023370356547335783,0.8472966711577031,0.00550566655857384,0.010940244277650894
73,0.023584543727338314,0.8414307932443045,0.017233462893030536,0.03377517172465069
74,0.025189325461784998,0.8265156144469006,0.013259417968364324,0.026100123405220936
75,0.025314631685614587,0.8307491238989776,0.00712747452268493,0.014133688007247496
76,0.02437867211798827,0.8232334798612283,0.015316329722482128,0.030073145976624794
77,0.022354578599333763,0.8444724148133038,0.015427992975609773,0.030302380056631124
78,0.024132272911568484,0.8318763405564649,0.011033255032904544,0.021777670747196283
79,0.025427454710006715,0.835705201120901,0.012253696224960593,0.024153240682321133
80,0.024943597614765167,0.8241736175068943,0.00965846168748621,0.019093171172349637
81,0.023408216300110023,0.8467416460007373,0.01479801640721181,0.029087684100735686
82,0.024116593040525915,0.846427324769073,0.011079681299460334,0.02187304578324721
83,0.022133600090940793,0.8586734907811555,0.01964659116796776,0.038414257778808907
84,0.022392153181135653,0.8462156310111076,0.006522627935671414,0.012945472204453651
85,0.02077883289506038,0.8595817894455495,0.0052528938352693145,0.01044197687715108
