,Loss,Mentions Found,Coref Recall,Coref Precision,MUC F1
0,810.7828491210937,0.7543978457393333,0.6847214404573644,0.2279687902839231,0.3420549781402834
1,853.8787251790365,0.7190071123199799,0.6834246839035956,0.288653760670257,0.4058789828019212
2,841.879296875,0.6581349182007076,0.6036375239803288,0.3015711115136542,0.402204822004944
3,851.9503662109375,0.635391354754942,0.535982987224003,0.2683042286627935,0.3575998701035099
4,833.2213012695313,0.702718418796222,0.7169861717517241,0.29259135932786834,0.4155876139354821
5,791.4551391601562,0.6931381631598627,0.6627112960950234,0.2669094910037736,0.3805507303148873
6,765.9062947591145,0.6966997446115093,0.6833253722597984,0.2940709327102769,0.41118659553596
7,795.1637186686198,0.7427566331231545,0.693948439032077,0.33107969636276574,0.4482847456624287
8,837.8774332682292,0.6665190776216975,0.6862794321107374,0.379735646850282,0.488932603705026
9,819.25732421875,0.6918890701770742,0.6679948912880299,0.31956361707239844,0.4323123376260308
10,783.793690999349,0.7152984374954999,0.6908752760037018,0.34479784508801214,0.46001446120289363
11,778.5300252278646,0.6815740236386107,0.7165183023789581,0.43339872987198264,0.5401052658089552
12,781.192549641927,0.7573584212183858,0.7752080215401042,0.4220435267508835,0.5465376559226509
13,855.9947509765625,0.7163878358452371,0.6807659764872779,0.4028684223390001,0.5061838480331707
14,797.3769897460937,0.7474336932990184,0.7670736273246905,0.37598717581364816,0.5046273058915074
15,821.9445841471354,0.7097281211753432,0.7656588785084301,0.4379664083697209,0.5572047591763051
16,797.962577311198,0.7275921643869324,0.6346748814611937,0.3710506160376192,0.46831169406651507
17,733.9448120117188,0.7172294667599374,0.7208369121488277,0.4403669405945383,0.5467304382786061
18,725.7262044270833,0.727224057585305,0.6878818097551169,0.4510711056618738,0.5448576570478
19,825.9966634114584,0.7036616689549376,0.7053884361667536,0.4016847098241782,0.5118790033360526
20,799.70341796875,0.7289981660578514,0.7532035748206121,0.3989407847826387,0.5216075967138313
21,782.9175415039062,0.7471215965765318,0.7506259851592489,0.4036779458813492,0.5250110437397315
22,821.6614318847656,0.7089511020790612,0.7511538811022901,0.3714330260171629,0.4970721772949939
23,795.3007446289063,0.7242169034079059,0.7638778183014966,0.48719969176186595,0.5949448129738455
24,759.1666280110677,0.7355877199071547,0.7938161477193907,0.4875180852646997,0.6040574245598299
25,818.3515828450521,0.7174820879065853,0.67889833912086,0.46048850060508856,0.5487598545902882
26,827.5794108072917,0.7689427499109438,0.7640736606936446,0.44352447990168714,0.5612552082908315
27,791.8146993001302,0.7047524213493658,0.6474129931692739,0.40087401427979946,0.49515265118131396
28,761.7860697428385,0.7198144927613804,0.6907359683258407,0.4646227398536747,0.5555532422042696
29,735.1910603841146,0.7363095286442776,0.7443602320513418,0.5022411352082833,0.5997880922771476
30,746.0750691731771,0.7234203249244386,0.7603361562640208,0.41581584118812415,0.5376172792080518
31,802.2795694986979,0.7475979151032826,0.7286442753260024,0.47441736363840037,0.5746696344302658
